Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor/m2;Valor Bruto;Tipo Agregado
Apartamento;Ipanema;3;2;1;124;6800.0;2391.0;409.0;54.84;9600.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;90;2200.0;1181.0;0.0;24.44;;Apartamento
Quitinete;Vila da Penha;1;0;0;25;600.0;0.0;0.0;24.0;;Apartamento
Apartamento;Vila Isabel;3;1;1;103;1700.0;1161.0;164.0;16.5;3025.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;47;1100.0;665.0;109.0;23.4;1874.0;Apartamento
Apartamento;Copacabana;4;0;1;256;4500.0;2500.0;300.0;17.58;7300.0;Apartamento
Apartamento;Glória;1;0;0;35;1150.0;350.0;25.0;32.86;1525.0;Apartamento
Casa;Quintino Bocaiúva;4;8;0;200;2500.0;0.0;0.0;12.5;;Casa
Apartamento;Barra da Tijuca;4;2;2;170;7000.0;1138.0;330.0;41.18;8468.0;Apartamento
Apartamento;Tijuca;3;1;0;180;1500.0;1200.0;200.0;8.33;2900.0;Apartamento
Apartamento;Copacabana;2;0;1;75;4500.0;1603.0;10.0;60.0;6113.0;Apartamento
Apartamento;Península;4;3;3;156;8500.0;2300.0;345.0;54.49;11145.0;Apartamento
Apartamento;Jardim Botânico;4;2;1;220;8500.0;1900.0;300.0;38.64;10700.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;298;11500.0;2600.0;1584.0;38.59;15684.0;Apartamento
Apartamento;Copacabana;1;0;0;45;1600.0;595.0;0.0;35.56;;Apartamento
Apartamento;Humaitá;2;1;1;73;3300.0;781.0;0.0;45.21;;Apartamento
Apartamento;Campo Grande;3;0;0;58;850.0;290.0;0.0;14.66;;Apartamento
Apartamento;Ipanema;3;1;1;130;7000.0;1000.0;120.0;53.85;8120.0;Apartamento
Casa de Condomínio;Pedra de Guaratiba;2;1;0;80;1300.0;75.0;0.0;16.25;;Casa
Apartamento;Botafogo;1;1;1;45;3600.0;883.0;298.0;80.0;4781.0;Apartamento
Apartamento;Barra da Tijuca;3;0;1;121;4499.0;1750.0;400.0;37.18;6649.0;Apartamento
Casa;Campo Grande;3;2;3;230;2000.0;0.0;0.0;8.7;;Casa
Apartamento;Praça Seca;2;1;0;60;1150.0;550.0;1.0;19.17;1701.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;200;25000.0;5000.0;0.0;125.0;;Apartamento
Casa de Condomínio;Guaratiba;2;1;0;50;700.0;220.0;0.0;14.0;;Casa
Conjunto Comercial/Sala;Centro;0;0;0;145;2850.0;1100.0;144.0;19.66;4094.0;Apartamento
Apartamento;Laranjeiras;3;1;0;170;4200.0;1500.0;180.0;24.71;5880.0;Apartamento
Apartamento;Ipanema;4;2;2;163;5500.0;2300.0;400.0;33.74;8200.0;Apartamento
Apartamento;Tijuca;2;1;0;62;1500.0;477.0;50.0;24.19;2027.0;Apartamento
Apartamento;Lagoa;2;1;1;96;2799.0;1750.0;300.0;29.16;4849.0;Apartamento
Casa;Pavuna;3;2;0;90;900.0;0.0;0.0;10.0;;Casa
Apartamento;Barra da Tijuca;2;2;2;80;2800.0;1200.0;0.0;35.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;70;3500.0;1152.0;0.0;50.0;;Apartamento
Apartamento;Tauá;2;1;0;82;1400.0;200.0;0.0;17.07;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;928.0;1453.0;25.71;4181.0;Apartamento
Quitinete;Copacabana;1;0;0;30;1300.0;620.0;161.0;43.33;2081.0;Apartamento
Apartamento;Laranjeiras;3;1;1;96;2900.0;1210.0;156.0;30.21;4266.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;3500.0;1594.0;265.0;70.0;5359.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;131;10000.0;2000.0;890.0;76.34;12890.0;Apartamento
Casa;Jardim Botânico;5;4;4;845;35000.0;0.0;1642.0;41.42;;Casa
Quitinete;Copacabana;1;0;0;30;1600.0;500.0;0.0;53.33;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2500.0;564.0;175.0;27.78;3239.0;Apartamento
Apartamento;Botafogo;4;1;2;110;6000.0;1380.0;360.0;54.55;7740.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;193;12000.0;3700.0;751.0;62.18;16451.0;Apartamento
Apartamento;Ipanema;3;2;1;360;15800.0;2200.0;1306.0;43.89;19306.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;162;4000.0;1748.0;418.0;24.69;6166.0;Apartamento
Apartamento;Bonsucesso;3;1;0;91;1500.0;300.0;0.0;16.48;;Apartamento
Apartamento;Leblon;2;1;1;94;6700.0;1211.0;320.0;71.28;8231.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;70;1300.0;1932.0;368.0;18.57;3600.0;Apartamento
Apartamento;Engenho da Rainha;2;2;0;84;900.0;530.0;0.0;10.71;;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;49;2000.0;566.0;124.0;40.82;2690.0;Apartamento
Apartamento;Ipanema;4;2;2;160;15991.0;2100.0;4500.0;99.94;22591.0;Apartamento
Casa;Paciência;1;0;0;40;650.0;0.0;0.0;16.25;;Casa
Apartamento;Barra da Tijuca;3;2;1;193;4200.0;3000.0;900.0;21.76;8100.0;Apartamento
Apartamento;Jardim Botânico;4;2;1;145;6000.0;1130.0;390.0;41.38;7520.0;Apartamento
Apartamento;Campo Grande;4;2;2;160;1900.0;880.0;0.0;11.88;;Apartamento
Apartamento;Barra da Tijuca;3;2;2;120;3500.0;1800.0;377.0;29.17;5677.0;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;0;0;340;10200.0;3400.0;0.0;30.0;;Apartamento
Apartamento;Tijuca;2;1;1;97;1900.0;940.0;195.0;19.59;3035.0;Apartamento
Apartamento;Botafogo;3;1;0;120;2200.0;1085.0;189.0;18.33;3474.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;22;1000.0;550.0;84.0;45.45;1634.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;62;2300.0;1100.0;179.0;37.1;3579.0;Apartamento
Apartamento;Ipanema;2;1;2;115;8000.0;2520.0;777.0;69.57;11297.0;Apartamento
Apartamento;Leme;2;0;0;75;2800.0;430.0;0.0;37.33;;Apartamento
Apartamento;Curicica;4;2;3;191;2500.0;1044.0;267.0;13.09;3811.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;49;700.0;375.0;106.0;14.29;1181.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;47;1500.0;1624.0;440.0;31.91;3564.0;Apartamento
Casa;Vaz Lobo;3;1;0;80;950.0;0.0;36.0;11.88;;Casa
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;1000.0;378.0;0.0;40.0;;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;90;6800.0;1072.0;200.0;75.56;8072.0;Apartamento
Apartamento;Flamengo;2;1;1;68;4000.0;966.0;0.0;58.82;;Apartamento
Apartamento;Laranjeiras;2;1;0;87;2400.0;718.0;130.0;27.59;3248.0;Apartamento
Apartamento;Barra da Tijuca;5;3;3;450;10000.0;1200.0;0.0;22.22;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;68;800.0;965.0;130.0;11.76;1895.0;Apartamento
Apartamento;Copacabana;3;1;0;106;3300.0;1200.0;230.0;31.13;4730.0;Apartamento
Apartamento;Ipanema;2;0;0;100;2700.0;1600.0;244.0;27.0;4544.0;Apartamento
Apartamento;Campo Grande;2;1;0;60;1400.0;490.0;0.0;23.33;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;67;1000.0;1090.0;0.0;14.93;;Apartamento
Apartamento;Barra da Tijuca;4;3;3;360;12000.0;4198.0;1500.0;33.33;17698.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;86;2500.0;1300.0;170.0;29.07;3970.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;110;2500.0;990.0;120.0;22.73;3610.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;245;20000.0;0.0;0.0;81.63;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;100;1700.0;670.0;0.0;17.0;;Apartamento
Casa de Condomínio;Campo Grande;3;0;1;260;3300.0;520.0;1831.0;12.69;5651.0;Casa
Apartamento;Gávea;2;1;1;100;2600.0;1230.0;0.0;26.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;3;105;3300.0;1500.0;270.0;31.43;5070.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;28;800.0;250.0;0.0;28.57;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;179;7500.0;3563.0;1390.0;41.9;12453.0;Apartamento
Apartamento;Copacabana;2;3;1;207;15000.0;1600.0;400.0;72.46;17000.0;Apartamento
Apartamento;Botafogo;1;0;0;56;1500.0;650.0;0.0;26.79;;Apartamento
Apartamento;Ipanema;2;1;1;90;8000.0;4000.0;800.0;88.89;12800.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;1;0;33;2500.0;907.0;258.0;75.76;3665.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;140;3000.0;1400.0;324.0;21.43;4724.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;169;5000.0;2215.0;0.0;29.59;;Apartamento
Apartamento;Cidade Jardim;3;2;1;196;12000.0;1700.0;190.0;61.22;13890.0;Apartamento
Apartamento;Campo Grande;2;1;0;48;1500.0;380.0;0.0;31.25;;Apartamento
Apartamento;Copacabana;2;2;2;90;10000.0;3300.0;3140.0;111.11;16440.0;Apartamento
Apartamento;Barra da Tijuca;3;4;3;393;25000.0;5900.0;0.0;63.61;;Apartamento
Apartamento;Tijuca;2;1;1;87;2200.0;871.0;145.0;25.29;3216.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;233;10000.0;3100.0;550.0;42.92;13650.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;210;6200.0;2250.0;450.0;29.52;8900.0;Apartamento
Apartamento;Laranjeiras;2;1;0;75;2800.0;880.0;0.0;37.33;;Apartamento
Apartamento;Ipanema;4;2;1;300;13000.0;3080.0;0.0;43.33;;Apartamento
Apartamento;Ipanema;1;0;1;55;2800.0;778.0;0.0;50.91;;Apartamento
Apartamento;Barra da Tijuca;1;1;1;45;1500.0;670.0;1.0;33.33;2171.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;125;5500.0;1710.0;200.0;44.0;7410.0;Apartamento
Apartamento;Gávea;1;1;0;50;2700.0;691.0;132.0;54.0;3523.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;63;1400.0;550.0;60.0;22.22;2010.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2700.0;1500.0;200.0;33.75;4400.0;Apartamento
Apartamento;Tijuca;3;1;0;100;1400.0;864.0;112.0;14.0;2376.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;6;1708.0;0.0;0.0;284.67;;Apartamento
Apartamento;Leblon;3;1;1;100;5900.0;1200.0;480.0;59.0;7580.0;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;70;2990.0;0.0;196.0;42.71;;Apartamento
Quitinete;Santa Teresa;1;0;0;25;900.0;400.0;15.0;36.0;1315.0;Apartamento
Apartamento;Vila da Penha;2;1;0;65;1300.0;100.0;0.0;20.0;;Apartamento
Apartamento;Barra da Tijuca;4;2;2;140;6000.0;1280.0;830.0;42.86;8110.0;Apartamento
Apartamento;Leblon;1;1;0;48;3200.0;670.0;89.0;66.67;3959.0;Apartamento
Apartamento;Botafogo;1;1;1;65;2300.0;603.0;0.0;35.38;;Apartamento
Quitinete;Glória;1;0;0;25;750.0;316.0;57.0;30.0;1123.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;62;1600.0;420.0;0.0;25.81;;Apartamento
Apartamento;Copacabana;3;1;1;150;6000.0;2600.0;0.0;40.0;;Apartamento
Conjunto Comercial/Sala;Anchieta;0;0;0;33;800.0;0.0;15.0;24.24;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;74;2300.0;1350.0;126.0;31.08;3776.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;40;1600.0;450.0;132.0;40.0;2182.0;Apartamento
Apartamento;Cachambi;2;1;1;60;1600.0;350.0;0.0;26.67;;Apartamento
Conjunto Comercial/Sala;Jardim Botânico;0;7;0;637;65000.0;42900.0;0.0;102.04;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;160;11000.0;5887.0;0.0;68.75;;Apartamento
Casa de Condomínio;Campo Grande;2;1;0;70;650.0;50.0;0.0;9.29;;Casa
Apartamento;Maracanã;2;1;0;82;1800.0;700.0;0.0;21.95;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;48;1200.0;600.0;156.0;25.0;1956.0;Apartamento
Apartamento;Grajaú;3;1;0;95;1000.0;924.0;98.0;10.53;2022.0;Apartamento
Apartamento;Cachambi;3;0;0;61;900.0;360.0;16.0;14.75;1276.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;141;3300.0;1301.0;352.0;23.4;4953.0;Apartamento
Apartamento;Ipanema;3;0;0;156;4700.0;1180.0;0.0;30.13;;Apartamento
Apartamento;Ipanema;4;2;2;270;20000.0;2800.0;1000.0;74.07;23800.0;Apartamento
Apartamento;Ipanema;1;0;1;40;6500.0;520.0;106.0;162.5;7126.0;Apartamento
Apartamento;Engenho Novo;2;1;0;50;900.0;250.0;18.0;18.0;1168.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;2;350;4500.0;1600.0;870.0;12.86;6970.0;Apartamento
Apartamento;Flamengo;2;1;0;90;3000.0;750.0;200.0;33.33;3950.0;Apartamento
Apartamento;Ipanema;3;2;1;120;7000.0;2000.0;520.0;58.33;9520.0;Apartamento
Apartamento;Camorim;3;2;1;73;1900.0;760.0;79.0;26.03;2739.0;Apartamento
Apartamento;Centro;0;0;0;145;6000.0;3796.0;940.0;41.38;10736.0;Apartamento
Apartamento;Ipanema;2;1;0;80;3600.0;1300.0;145.0;45.0;5045.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2300.0;650.0;135.0;23.0;3085.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1850.0;1245.0;135.0;20.56;3230.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;367;23871.0;11385.0;1243.0;65.04;36499.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2000.0;960.0;67.0;28.99;3027.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;44;2000.0;870.0;0.0;45.45;;Apartamento
Conjunto Comercial/Sala;Vila da Penha;0;1;0;24;850.0;1.0;2.0;35.42;853.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;700.0;450.0;0.0;26.92;;Apartamento
Apartamento;Ipanema;2;1;1;87;3700.0;1400.0;288.0;42.53;5388.0;Apartamento
Apartamento;Copacabana;3;1;1;115;4500.0;757.0;251.0;39.13;5508.0;Apartamento
Apartamento;Botafogo;2;1;0;80;2600.0;835.0;120.0;32.5;3555.0;Apartamento
Quitinete;Taquara;1;0;0;25;500.0;0.0;0.0;20.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;372;24000.0;7336.0;2133.0;64.52;33469.0;Apartamento
Apartamento;Barra da Tijuca;2;2;2;120;4500.0;2352.0;587.0;37.5;7439.0;Apartamento
Apartamento;Jardim Guanabara;3;0;1;80;1900.0;480.0;750.0;23.75;3130.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;76;1600.0;600.0;120.0;21.05;2320.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;650.0;800.0;20.0;3250.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;180;7000.0;2000.0;494.0;38.89;9494.0;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;33;1000.0;800.0;0.0;30.3;;Apartamento
Casa de Condomínio;Itanhangá;4;4;2;600;12000.0;0.0;0.0;20.0;;Casa
Conjunto Comercial/Sala;Tijuca;0;0;0;31;1500.0;609.0;141.0;48.39;2250.0;Apartamento
Apartamento;Tijuca;2;1;0;73;1950.0;700.0;70.0;26.71;2720.0;Apartamento
Apartamento;Copacabana;2;1;1;85;3700.0;1033.0;170.0;43.53;4903.0;Apartamento
Casa;Pedra de Guaratiba;2;1;1;100;1200.0;0.0;0.0;12.0;;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;56;1400.0;438.0;0.0;25.0;;Apartamento
Quitinete;Centro;1;0;0;24;1050.0;270.0;22.0;43.75;1342.0;Apartamento
Apartamento;Engenho Novo;2;0;0;80;1400.0;205.0;35.0;17.5;1640.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;230;13000.0;4500.0;1400.0;56.52;18900.0;Apartamento
Apartamento;Copacabana;3;0;0;105;3000.0;1250.0;0.0;28.57;;Apartamento
Apartamento;Ipanema;3;1;1;107;6500.0;1260.0;240.0;60.75;8000.0;Apartamento
Conjunto Comercial/Sala;Pilares;0;1;0;22;800.0;502.0;0.0;36.36;;Apartamento
Apartamento;São Cristóvão;3;0;0;74;2400.0;280.0;12.0;32.43;2692.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;1490.0;790.0;240.0;21.29;2520.0;Apartamento
Apartamento;Lagoa;2;1;1;85;3200.0;1240.0;229.0;37.65;4669.0;Apartamento
Quitinete;Centro;1;0;0;28;850.0;139.0;25.0;30.36;1014.0;Apartamento
Apartamento;Centro;1;0;0;47;950.0;250.0;0.0;20.21;;Apartamento
Apartamento;Tijuca;2;1;1;75;1900.0;600.0;49.0;25.33;2549.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;2;0;42;1300.0;553.0;272.0;30.95;2125.0;Apartamento
Apartamento;Leblon;3;2;1;156;13000.0;1925.0;395.0;83.33;15320.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;552;44184.0;11046.0;0.0;80.04;;Apartamento
Conjunto Comercial/Sala;Centro;0;2;0;150;35000.0;7622.0;1336.0;233.33;43958.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;85;2000.0;700.0;0.0;23.53;;Apartamento
Apartamento;Tijuca;1;1;0;63;1400.0;675.0;72.0;22.22;2147.0;Apartamento
Apartamento;Copacabana;2;1;1;115;3800.0;1150.0;0.0;33.04;;Apartamento
Apartamento;Copacabana;3;1;1;130;6000.0;1300.0;178.0;46.15;7478.0;Apartamento
Apartamento;Botafogo;3;2;1;118;3500.0;1260.0;250.0;29.66;5010.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;230;3400.0;1261.0;550.0;14.78;5211.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;11216;874895.0;196291.0;0.0;78.0;;Apartamento
Casa;Vaz Lobo;3;2;0;100;950.0;0.0;0.0;9.5;;Casa
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;53;750.0;1300.0;0.0;14.15;;Apartamento
Casa;Barra da Tijuca;4;0;4;900;10000.0;1170.0;0.0;11.11;;Casa
Apartamento;Barra da Tijuca;3;1;1;85;1600.0;928.0;0.0;18.82;;Apartamento
Apartamento;Leblon;3;2;1;110;5500.0;1030.0;350.0;50.0;6880.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;339;20500.0;6800.0;1400.0;60.47;28700.0;Apartamento
Apartamento;Leblon;4;2;1;156;6900.0;1563.0;366.0;44.23;8829.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;73;2500.0;1195.0;213.0;34.25;3908.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;37;1300.0;1571.0;133.0;35.14;3004.0;Apartamento
Casa;Curicica;2;0;0;60;1000.0;0.0;98.0;16.67;;Casa
Apartamento;Praça Seca;1;1;0;56;900.0;240.0;125.0;16.07;1265.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;912.0;160.0;11.88;2972.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0;32.14;5830.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;110;2800.0;1000.0;140.0;25.45;3940.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;1;80;2000.0;1210.0;150.0;25.0;3360.0;Apartamento
Quitinete;Catete;1;0;0;30;1200.0;441.0;25.0;40.0;1666.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1200.0;630.0;115.0;33.33;1945.0;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;330;8000.0;0.0;0.0;24.24;;Apartamento
Apartamento;Laranjeiras;1;1;0;40;2000.0;903.0;80.0;50.0;2983.0;Apartamento
Apartamento;Copacabana;3;1;1;170;3500.0;1900.0;0.0;20.59;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;29;900.0;623.0;550.0;31.03;2073.0;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;30;1400.0;800.0;40.0;46.67;2240.0;Apartamento
Apartamento;Copacabana;3;0;1;113;3500.0;1100.0;0.0;30.97;;Apartamento
Quitinete;Flamengo;1;0;0;20;1500.0;258.0;0.0;75.0;;Apartamento
Apartamento;Leblon;4;2;2;160;7000.0;1930.0;600.0;43.75;9530.0;Apartamento
Quitinete;Copacabana;1;0;0;27;1300.0;380.0;0.0;48.15;;Apartamento
Conjunto Comercial/Sala;Pilares;0;1;0;26;1100.0;440.0;0.0;42.31;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;341;15500.0;7440.0;2014.0;45.45;24954.0;Apartamento
Apartamento;Lagoa;4;2;1;250;7500.0;2700.0;800.0;30.0;11000.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;1;0;30;1800.0;1200.0;0.0;60.0;;Apartamento
Apartamento;Vila Kosmos;3;0;0;78;1380.0;200.0;0.0;17.69;;Apartamento
Apartamento;Leme;3;1;0;114;2980.0;560.0;0.0;26.14;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;293;15000.0;6222.0;2912.0;51.19;24134.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;2000.0;1200.0;203.0;23.53;3403.0;Apartamento
Apartamento;São Cristóvão;2;0;0;58;900.0;591.0;0.0;15.52;;Apartamento
Casa de Condomínio;Anil;4;2;2;270;5500.0;550.0;3000.0;20.37;9050.0;Casa
Apartamento;Engenho de Dentro;2;1;1;75;1300.0;676.0;52.0;17.33;2028.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;81;2400.0;800.0;140.0;29.63;3340.0;Apartamento
Apartamento;Lagoa;4;3;1;240;7500.0;2700.0;800.0;31.25;11000.0;Apartamento
Apartamento;Campo Grande;2;1;0;53;700.0;130.0;0.0;13.21;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;75;3000.0;1000.0;306.0;40.0;4306.0;Apartamento
Apartamento;Leblon;3;2;1;135;7000.0;1580.0;530.0;51.85;9110.0;Apartamento
Apartamento;Copacabana;3;0;1;90;4000.0;618.0;171.0;44.44;4789.0;Apartamento
Apartamento;Tijuca;3;1;0;98;2300.0;890.0;106.0;23.47;3296.0;Apartamento
Apartamento;Botafogo;4;1;1;300;4500000.0;1100.0;0.0;15000.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;134;4500.0;1415.0;1341.0;33.58;7256.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;210;14739.0;3790.0;1118.0;70.19;19647.0;Apartamento
Apartamento;Tijuca;2;0;0;61;1500.0;500.0;0.0;24.59;;Apartamento
Apartamento;Ipanema;1;2;1;64;3770.0;1700.0;230.0;58.91;5700.0;Apartamento
Apartamento;Grajaú;2;1;1;71;1700.0;863.0;0.0;23.94;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;127;2600.0;1100.0;0.0;20.47;;Apartamento
Apartamento;Copacabana;2;1;1;62;1900.0;1750.0;150.0;30.65;3800.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;3;190;3200.0;1200.0;300.0;16.84;4700.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;50;1500.0;660.0;0.0;30.0;;Apartamento
Apartamento;Ipanema;2;1;1;85;5000.0;5000.0;25.0;58.82;10025.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;58;1000.0;953.0;150.0;17.24;2103.0;Apartamento
Apartamento;Leblon;1;0;1;90;5900.0;1515.0;599.0;65.56;8014.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;127;3500.0;1577.0;3025.0;27.56;8102.0;Apartamento
Apartamento;Barra da Tijuca;4;4;4;293;9000.0;4200.0;0.0;30.72;;Apartamento
Apartamento;Copacabana;3;2;0;210;6600.0;1600.0;0.0;31.43;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;484;16000.0;9819.0;1454.0;33.06;27273.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;969;50000.0;23257.0;5693.0;51.6;78950.0;Apartamento
Apartamento;Leblon;3;2;1;200;8700.0;2792.0;0.0;43.5;;Apartamento
Apartamento;Copacabana;1;0;0;40;1500.0;500.0;28.0;37.5;2028.0;Apartamento
Apartamento;Maracanã;3;0;1;102;1300.0;811.0;106.0;12.75;2217.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;112;2900.0;1850.0;280.0;25.89;5030.0;Apartamento
Apartamento;Botafogo;1;0;1;35;1700.0;204.0;25.0;48.57;1929.0;Apartamento
Apartamento;Ipanema;3;1;2;250;10000.0;2400.0;900.0;40.0;13300.0;Apartamento
Apartamento;Copacabana;3;1;1;170;4500.0;1400.0;260.0;26.47;6160.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;57;1380.0;665.0;105.0;24.21;2150.0;Apartamento
Apartamento;Flamengo;2;1;1;98;3300.0;1400.0;200.0;33.67;4900.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;100;3900.0;1315.0;260.0;39.0;5475.0;Apartamento
Apartamento;Catete;1;0;0;31;1300.0;390.0;24.0;41.94;1714.0;Apartamento
Apartamento;Leblon;2;1;0;103;6500.0;1150.0;332.0;63.11;7982.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;294;13243.0;5297.0;0.0;45.04;;Apartamento
Conjunto Comercial/Sala;Vila da Penha;0;1;0;24;800.0;480.0;0.0;33.33;;Apartamento
Apartamento;Centro;1;0;0;30;800.0;280.0;24.0;26.67;1104.0;Apartamento
Apartamento;Flamengo;3;1;1;250;7000.0;1517.0;612.0;28.0;9129.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;500.0;370.0;800.0;20.0;1670.0;Apartamento
Apartamento;Copacabana;3;0;0;120;3500.0;990.0;250.0;29.17;4740.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1800.0;884.0;1095.0;52.94;3779.0;Apartamento
Apartamento;Centro;1;0;0;25;1000.0;280.0;0.0;40.0;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1700.0;1150.0;100.0;20.99;2950.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;193;6000.0;1833.0;864.0;31.09;8697.0;Apartamento
Apartamento;Leblon;4;2;1;200;6500.0;1100.0;470.0;32.5;8070.0;Apartamento
Apartamento;Copacabana;1;0;0;38;1500.0;331.0;24.0;39.47;1855.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;160;10000.0;2300.0;250.0;62.5;12550.0;Apartamento
