Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor/m2;Valor Bruto;Tipo Agregado
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;50;3800.0;847.0;397.0;76.0;5044.0;Apartamento
Conjunto Comercial/Sala;Guadalupe;2;0;0;121;1200.0;0.0;0.0;9.92;;Apartamento
Apartamento;Lagoa;3;4;2;380;28000.0;5500.0;0.0;73.68;;Apartamento
Apartamento;Barra da Tijuca;4;2;2;140;5100.0;2000.0;3250.0;36.43;10350.0;Apartamento
Apartamento;Ipanema;3;1;1;160;7500.0;3000.0;555.0;46.88;11055.0;Apartamento
Apartamento;Pechincha;2;1;0;80;1400.0;580.0;80.0;17.5;2060.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;500.0;432.0;133.0;16.67;1065.0;Apartamento
Apartamento;Campo Grande;2;1;0;55;800.0;550.0;0.0;14.55;;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;27;750.0;650.0;155.0;27.78;1555.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;80;3000.0;3044.0;218.0;37.5;6262.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1700.0;640.0;125.0;62.96;2465.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;145;9800.0;2200.0;660.0;67.59;12660.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;170;8000.0;3400.0;0.0;47.06;;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;60;1000.0;546.0;13.0;16.67;1559.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;4;0;248;24000.0;9169.0;1635.0;96.77;34804.0;Apartamento
Casa;Pedra de Guaratiba;2;0;0;80;800.0;100.0;0.0;10.0;;Casa
Conjunto Comercial/Sala;Cidade Nova;0;2;0;520;36379.0;12000.0;909.0;69.96;49288.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;29;2100.0;1250.0;300.0;72.41;3650.0;Apartamento
Apartamento;Copacabana;3;1;1;100;3200.0;1120.0;0.0;32.0;;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;4;450;6499.0;1150.0;800.0;14.44;8449.0;Casa
Apartamento;Barra da Tijuca;1;2;1;100;3300.0;1900.0;500.0;33.0;5700.0;Apartamento
Apartamento;Copacabana;2;0;0;90;3000.0;800.0;219.0;33.33;4019.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;142;9500.0;3626.0;0.0;66.9;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;170;2000.0;950.0;330.0;11.76;3280.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0;32.1;3345.0;Apartamento
Apartamento;Flamengo;1;1;0;65;2800.0;1000.0;200.0;43.08;4000.0;Apartamento
Casa;Campo Grande;2;0;1;60;800.0;0.0;0.0;13.33;;Casa
Apartamento;Lagoa;4;3;3;285;14000.0;1505.0;400.0;49.12;15905.0;Apartamento
Apartamento;Península;4;2;2;140;4900.0;1800.0;292.0;35.0;6992.0;Apartamento
Apartamento;Copacabana;1;0;0;34;1700.0;590.0;0.0;50.0;;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;27;600.0;890.0;107.0;22.22;1597.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;580.0;369.0;174.0;24.17;1123.0;Apartamento
Casa de Condomínio;Tanque;3;1;0;111;2300.0;80.0;200.0;20.72;2580.0;Casa
Apartamento;Barra da Tijuca;1;1;0;72;1900.0;1050.0;220.0;26.39;3170.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;2500.0;1365.0;0.0;34.72;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;1300.0;580.0;0.0;46.43;;Apartamento
Quitinete;Santa Teresa;0;1;0;50;800.0;493.0;0.0;16.0;;Apartamento
Apartamento;Maracanã;1;1;0;53;1600.0;530.0;47.0;30.19;2177.0;Apartamento
Apartamento;Centro;1;0;0;37;1200.0;393.0;24.0;32.43;1617.0;Apartamento
Apartamento;Cachambi;2;1;0;54;1500.0;480.0;260.0;27.78;2240.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;315;15000.0;1200.0;850.0;47.62;17050.0;Casa
Apartamento;Penha;2;1;0;56;800.0;448.0;28.0;14.29;1276.0;Apartamento
Apartamento;Engenho Novo;2;0;0;60;800.0;620.0;12.0;13.33;1432.0;Apartamento
Casa de Condomínio;Guaratiba;2;1;0;72;1000.0;160.0;0.0;13.89;;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;850.0;160.0;26.67;3010.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;500.0;350.0;80.0;20.0;930.0;Apartamento
Apartamento;Cascadura;2;1;0;55;850.0;540.0;0.0;15.45;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;42;1400.0;1090.0;165.0;33.33;2655.0;Apartamento
Apartamento;Tijuca;1;0;0;38;1200.0;485.0;20.0;31.58;1705.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;42;1700.0;1452.0;610.0;40.48;3762.0;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;50;800.0;250.0;35.0;16.0;1085.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;71;1700.0;400.0;0.0;23.94;;Apartamento
Apartamento;Copacabana;1;1;0;52;1800.0;1295.0;0.0;34.62;;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;30;2200.0;0.0;0.0;73.33;;Apartamento
Conjunto Comercial/Sala;São Cristóvão;0;1;0;29;1000.0;400.0;0.0;34.48;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;10;0;377;22500.0;8394.0;2446.0;59.68;33340.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;66;2500.0;2400.0;335.0;37.88;5235.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;160;6000.0;4001.0;1050.0;37.5;11051.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1300.0;900.0;0.0;15.48;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1621.0;0.0;24.0;;Apartamento
Apartamento;Leblon;4;2;1;180;7500.0;3330.0;840.0;41.67;11670.0;Apartamento
Apartamento;Vargem Pequena;2;0;0;53;1100.0;365.0;27.0;20.75;1492.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;26;500.0;560.0;84.0;19.23;1144.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;29;1000.0;1010.0;234.0;34.48;2244.0;Apartamento
Apartamento;São Cristóvão;2;1;1;66;1900.0;649.0;55.0;28.79;2604.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;2800.0;1688.0;288.0;25.45;4776.0;Apartamento
Apartamento;Tijuca;3;1;0;111;2700.0;680.0;130.0;24.32;3510.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;7;0;377;56625.0;12586.0;0.0;150.2;;Apartamento
Apartamento;Centro;2;0;0;75;1700.0;662.0;88.0;22.67;2450.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;98;1700.0;1100.0;150.0;17.35;2950.0;Apartamento
Quitinete;Rocha Miranda;1;0;0;30;400.0;0.0;0.0;13.33;;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;51.43;10600.0;Apartamento
Apartamento;Tijuca;2;0;0;75;1600.0;210.0;51.0;21.33;1861.0;Apartamento
Apartamento;Copacabana;3;1;0;100;3100.0;958.0;22210.0;31.0;26268.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;772.0;0.0;25.88;;Apartamento
Apartamento;Botafogo;1;0;0;28;1480.0;400.0;0.0;52.86;;Apartamento
Apartamento;Jardim Botânico;1;0;1;150;6900.0;2201.0;315.0;46.0;9416.0;Apartamento
Apartamento;Leblon;4;2;2;150;9000.0;1900.0;0.0;60.0;;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;1700.0;1103.0;0.0;28.33;;Apartamento
Conjunto Comercial/Sala;Realengo;0;0;0;30;800.0;150.0;16.0;26.67;966.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;98;2700.0;1500.0;250.0;27.55;4450.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;300;9000.0;950.0;5500.0;30.0;15450.0;Casa
Apartamento;Barra da Tijuca;3;1;1;93;3000.0;1144.0;0.0;32.26;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;27;750.0;758.0;124.0;27.78;1632.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;90;3000.0;1355.0;276.0;33.33;4631.0;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;190;2000.0;1270.0;400.0;10.53;3670.0;Casa
Apartamento;Copacabana;1;0;0;45;1600.0;594.0;0.0;35.56;;Apartamento
Apartamento;Ipanema;1;1;0;50;3500.0;796.0;0.0;70.0;;Apartamento
Apartamento;Barra da Tijuca;4;2;2;146;2900.0;1950.0;260.0;19.86;5110.0;Apartamento
Apartamento;Ipanema;3;3;2;270;18000.0;2640.0;833.0;66.67;21473.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;72;2700.0;660.0;90.0;37.5;3450.0;Apartamento
Apartamento;Flamengo;2;0;1;100;4000.0;1198.0;328.0;40.0;5526.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;180;15000.0;5600.0;0.0;83.33;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1000.0;10.0;16.67;3510.0;Apartamento
Apartamento;Ipanema;2;1;0;90;4000.0;1550.0;187.0;44.44;5737.0;Apartamento
Apartamento;Campo Grande;2;1;0;51;600.0;325.0;0.0;11.76;;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;180;2900.0;977.0;41.0;16.11;3918.0;Apartamento
Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0;10.83;4061.0;Apartamento
Quitinete;Copacabana;1;0;1;22;1500.0;265.0;242.0;68.18;2007.0;Apartamento
Apartamento;Ipanema;3;1;1;151;8000.0;1550.0;458.0;52.98;10008.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;33;1300.0;346.0;0.0;39.39;;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;677;40620.0;14293.0;3216.0;60.0;58129.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;3;5;291;12000.0;550.0;4950.0;41.24;17500.0;Casa
Apartamento;Copacabana;1;0;1;57;2600.0;749.0;227.0;45.61;3576.0;Apartamento
Conjunto Comercial/Sala;Taquara;0;1;0;36;950.0;540.0;56.0;26.39;1546.0;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;10;0;1200;90000.0;19200.0;2592.0;75.0;111792.0;Apartamento
Quitinete;Copacabana;1;0;1;28;1200.0;450.0;28.0;42.86;1678.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;35;950.0;349.0;830.0;27.14;2129.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;360;7800.0;3800.0;1250.0;21.67;12850.0;Apartamento
Apartamento;Humaitá;2;1;1;70;3300.0;800.0;158.0;47.14;4258.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;254;5500.0;5417.0;0.0;21.65;;Apartamento
Apartamento;Botafogo;2;1;1;81;3200.0;990.0;145.0;39.51;4335.0;Apartamento
Quitinete;Leme;1;0;0;34;1350.0;600.0;24.0;39.71;1974.0;Apartamento
Apartamento;Ipanema;2;0;0;76;3800.0;1200.0;135.0;50.0;5135.0;Apartamento
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;30;2000.0;720.0;140.0;66.67;2860.0;Apartamento
Apartamento;Tijuca;2;1;1;85;2000.0;700.0;90.0;23.53;2790.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;81;2700.0;1200.0;345.0;33.33;4245.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;140;4100.0;1756.0;401.0;29.29;6257.0;Apartamento
Apartamento;Vila Isabel;2;1;2;72;1900.0;800.0;0.0;26.39;;Apartamento
Conjunto Comercial/Sala;Gávea;0;0;0;51;13000.0;1089.0;1048.0;254.9;15137.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;846;22000.0;17760.0;4654.0;26.0;44414.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;123;3950.0;1090.0;383.0;32.11;5423.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;423;8000.0;10163.0;2183.0;18.91;20346.0;Apartamento
Quitinete;Centro;0;0;0;28;800.0;303.0;20.0;28.57;1123.0;Apartamento
Apartamento;São Conrado;4;4;4;400;33000.0;4822.0;3022.0;82.5;40844.0;Apartamento
Quitinete;Copacabana;1;0;0;42;1280.0;410.0;30.0;30.48;1720.0;Apartamento
Apartamento;Catumbi;2;0;0;77;1400.0;297.0;14.0;18.18;1711.0;Apartamento
Apartamento;Lagoa;2;1;0;72;2100.0;976.0;201.0;29.17;3277.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;81;1800.0;1098.0;1910.0;22.22;4808.0;Apartamento
Apartamento;Ipanema;3;1;2;138;7500.0;1920.0;340.0;54.35;9760.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;1680.0;1200.0;160.0;22.4;3040.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;585;17000.0;1748.0;1210.0;29.06;19958.0;Casa
Apartamento;Copacabana;4;1;0;155;5000.0;1500.0;228.0;32.26;6728.0;Apartamento
Apartamento;São Conrado;4;3;3;246;18000.0;3700.0;1700.0;73.17;23400.0;Apartamento
Apartamento;Copacabana;2;1;1;60;3000.0;1603.0;1088.0;50.0;5691.0;Apartamento
Apartamento;Copacabana;2;0;0;90;1900.0;790.0;0.0;21.11;;Apartamento
Apartamento;São Conrado;2;2;1;122;4800.0;2200.0;0.0;39.34;;Apartamento
Apartamento;Copacabana;3;1;0;200;15000.0;1200.0;220.0;75.0;16420.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;90;2700.0;1000.0;277.0;30.0;3977.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;1100.0;400.0;0.0;50.0;;Apartamento
Apartamento;São Cristóvão;4;1;1;150;2500.0;700.0;68.0;16.67;3268.0;Apartamento
Apartamento;Campo Grande;4;2;2;170;2200.0;1100.0;0.0;12.94;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3800.0;1100.0;206.0;48.72;5106.0;Apartamento
Apartamento;Leblon;3;2;1;170;13000.0;2900.0;450.0;76.47;16350.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;70;1800.0;1045.0;0.0;25.71;;Apartamento
Apartamento;Rio Comprido;2;1;1;59;1500.0;618.0;15.0;25.42;2133.0;Apartamento
Apartamento;Tijuca;3;1;0;115;1900.0;720.0;130.0;16.52;2750.0;Apartamento
Apartamento;Rocha Miranda;1;0;0;45;500.0;80.0;0.0;11.11;;Apartamento
Apartamento;Arpoador;3;4;2;200;8000.0;2900.0;0.0;40.0;;Apartamento
Casa;Campo Grande;3;1;0;80;1000.0;0.0;0.0;12.5;;Casa
Apartamento;Recreio dos Bandeirantes;3;2;3;340;2400.0;956.0;420.0;7.06;3776.0;Apartamento
Apartamento;Tijuca;2;0;0;65;1800.0;360.0;202.0;27.69;2362.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2050.0;980.0;950.0;29.71;3980.0;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;0;59;1400.0;478.0;0.0;23.73;;Apartamento
Apartamento;Méier;2;0;0;64;950.0;200.0;0.0;14.84;;Apartamento
Casa de Condomínio;Campo Grande;2;3;0;100;1400.0;85.0;0.0;14.0;;Casa
Conjunto Comercial/Sala;Flamengo;0;4;0;180;15000.0;4730.0;995.0;83.33;20725.0;Apartamento
Apartamento;Leblon;3;0;1;100;4500.0;1600.0;240.0;45.0;6340.0;Apartamento
Apartamento;Ipanema;3;0;1;190;5000.0;2000.0;500.0;26.32;7500.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;950.0;100.0;32.86;3350.0;Apartamento
Apartamento;Ipanema;2;1;1;85;5800.0;2494.0;0.0;68.24;;Apartamento
Apartamento;Vila Valqueire;3;1;1;113;1600.0;522.0;80.0;14.16;2202.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;1200.0;700.0;90.0;30.0;1990.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;224;4500.0;2500.0;701.0;20.09;7701.0;Apartamento
Casa;Glória;4;2;2;400;11000.0;0.0;0.0;27.5;;Casa
Apartamento;Barra da Tijuca;4;3;2;220;7500.0;2800.0;680.0;34.09;10980.0;Apartamento
Quitinete;Ipanema;0;0;0;30;1700.0;567.0;7670.0;56.67;9937.0;Apartamento
Casa;Urca;5;1;3;320;17000.0;0.0;396.0;53.12;;Casa
Apartamento;Ramos;2;1;0;67;900.0;470.0;0.0;13.43;;Apartamento
Apartamento;Copacabana;1;0;1;40;1500.0;546.0;0.0;37.5;;Apartamento
Apartamento;Tijuca;4;1;1;98;2700.0;1380.0;140.0;27.55;4220.0;Apartamento
Conjunto Comercial/Sala;Flamengo;0;0;0;29;1000.0;402.0;141.0;34.48;1543.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1100.0;7322.0;112.0;40.74;8534.0;Apartamento
Apartamento;Copacabana;4;1;4;240;8000.0;2500.0;500.0;33.33;11000.0;Apartamento
Apartamento;Tijuca;3;1;1;105;3200.0;1000.0;207.0;30.48;4407.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;29;900.0;429.0;0.0;31.03;;Apartamento
Apartamento;Copacabana;3;1;0;135;4500.0;970.0;2500.0;33.33;7970.0;Apartamento
Apartamento;Ipanema;3;1;1;155;6000.0;1700.0;592.0;38.71;8292.0;Apartamento
Apartamento;Copacabana;3;1;0;150;4500.0;1700.0;189.0;30.0;6389.0;Apartamento
Apartamento;Flamengo;4;2;4;437;15000.0;4102.0;0.0;34.32;;Apartamento
Apartamento;Flamengo;4;1;1;220;4500.0;2250.0;773.0;20.45;7523.0;Apartamento
Casa;Campo Grande;2;1;0;100;1200.0;0.0;0.0;12.0;;Casa
Conjunto Comercial/Sala;Flamengo;0;6;0;353;35306.0;9306.0;1454.0;100.02;46066.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;161;2500.0;900.0;2100.0;15.53;5500.0;Apartamento
Apartamento;Barra da Tijuca;4;2;4;293;7500.0;4100.0;900.0;25.6;12500.0;Apartamento
Apartamento;Ipanema;3;1;1;158;6500.0;1700.0;535.0;41.14;8735.0;Apartamento
Apartamento;Grajaú;2;0;0;65;1200.0;480.0;26.0;18.46;1706.0;Apartamento
Apartamento;Barra da Tijuca;7;4;5;1147;24000.0;7067.0;5330.0;20.92;36397.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1100.0;948.0;155.0;36.67;2203.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;5500.0;2700.0;300.0;36.67;8500.0;Apartamento
Conjunto Comercial/Sala;Inhaúma;0;2;0;56;3000.0;1500.0;0.0;53.57;;Apartamento
